systemName;region;route;banner;abbrev;city;root;altRouteNames
nldic;NLD;IC23;;;;nld.ic23;
nldic;NLD;IC3600;;;;nld.ic3600;
nldic;NLD;IC700;;;;nld.ic700
nldic;NLD;IC1800;;;;nld.ic1800
nldic;NLD;IC3000;;;;nld.ic3000
nldic;NLD;IC2200;;;;nld.ic2200
